July 5, 2017   14:42:36
Cyclic Voltammetry
File: 1cv pt-0.1m h2so4 aq + 5mm hcooh.bin
Data Source:  Experiment
Instrument Model:  CHI1000C
Header: 
Note: 

Init E (V) = -0.1
High E (V) = 1
Low E (V) = -0.1
Init P/N = P
Scan Rate (V/s) = 0.05
Segment = 10
Sample Interval (V) = 0.002
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001

Segment 1:

Segment 2:

Segment 3:
Ep = 0.644V
ip = 1.262e-4A
Ah = 1.566e-4C

Segment 4:

Segment 5:
Ep = 0.648V
ip = 2.561e-4A
Ah = 3.448e-4C

Segment 6:

Segment 7:
Ep = 0.650V
ip = 3.276e-4A
Ah = 4.331e-4C

Segment 8:

Segment 9:
Ep = 0.652V
ip = 3.682e-4A
Ah = 4.776e-4C

Segment 10:

Potential/V, Current/A, Charge/C, Time/s
0.866, 8.880e-5, 6.852e-3, 1.932e+1
0.868, 8.810e-5, 6.856e-3, 1.936e+1
0.870, 8.746e-5, 6.859e-3, 1.940e+1
0.872, 8.687e-5, 6.863e-3, 1.944e+1
0.874, 8.630e-5, 6.866e-3, 1.948e+1
0.876, 8.577e-5, 6.870e-3, 1.952e+1
0.878, 8.530e-5, 6.873e-3, 1.956e+1
0.880, 8.485e-5, 6.876e-3, 1.960e+1
0.882, 8.445e-5, 6.880e-3, 1.964e+1
0.884, 8.408e-5, 6.883e-3, 1.968e+1
0.886, 8.374e-5, 6.887e-3, 1.972e+1
0.888, 8.343e-5, 6.890e-3, 1.976e+1
0.890, 8.317e-5, 6.893e-3, 1.980e+1
0.892, 8.293e-5, 6.897e-3, 1.984e+1
0.894, 8.273e-5, 6.900e-3, 1.988e+1
0.896, 8.254e-5, 6.903e-3, 1.992e+1
0.898, 8.240e-5, 6.906e-3, 1.996e+1
0.900, 8.228e-5, 6.910e-3, 2.000e+1
0.902, 8.220e-5, 6.913e-3, 2.004e+1
0.904, 8.216e-5, 6.916e-3, 2.008e+1
0.906, 8.212e-5, 6.920e-3, 2.012e+1
0.908, 8.211e-5, 6.923e-3, 2.016e+1
0.910, 8.213e-5, 6.926e-3, 2.020e+1
0.912, 8.218e-5, 6.929e-3, 2.024e+1
0.914, 8.226e-5, 6.933e-3, 2.028e+1
0.916, 8.237e-5, 6.936e-3, 2.032e+1
0.918, 8.251e-5, 6.939e-3, 2.036e+1
0.920, 8.266e-5, 6.943e-3, 2.040e+1
0.922, 8.283e-5, 6.946e-3, 2.044e+1
0.924, 8.305e-5, 6.949e-3, 2.048e+1
0.926, 8.328e-5, 6.953e-3, 2.052e+1
0.928, 8.354e-5, 6.956e-3, 2.056e+1
0.930, 8.385e-5, 6.959e-3, 2.060e+1
0.932, 8.415e-5, 6.963e-3, 2.064e+1
0.934, 8.448e-5, 6.966e-3, 2.068e+1
0.936, 8.485e-5, 6.969e-3, 2.072e+1
0.938, 8.522e-5, 6.973e-3, 2.076e+1
0.940, 8.563e-5, 6.976e-3, 2.080e+1
0.942, 8.610e-5, 6.980e-3, 2.084e+1
0.944, 8.657e-5, 6.983e-3, 2.088e+1
0.946, 8.707e-5, 6.987e-3, 2.092e+1
0.948, 8.758e-5, 6.990e-3, 2.096e+1
0.950, 8.812e-5, 6.994e-3, 2.100e+1
0.952, 8.869e-5, 6.997e-3, 2.104e+1
0.954, 8.930e-5, 7.001e-3, 2.108e+1
0.956, 8.994e-5, 7.004e-3, 2.112e+1
0.958, 9.060e-5, 7.008e-3, 2.116e+1
0.960, 9.127e-5, 7.012e-3, 2.120e+1
0.962, 9.197e-5, 7.015e-3, 2.124e+1
0.964, 9.269e-5, 7.019e-3, 2.128e+1
0.966, 9.344e-5, 7.023e-3, 2.132e+1
0.968, 9.426e-5, 7.027e-3, 2.136e+1
0.970, 9.509e-5, 7.030e-3, 2.140e+1
0.972, 9.595e-5, 7.034e-3, 2.144e+1
0.974, 9.682e-5, 7.038e-3, 2.148e+1
0.976, 9.773e-5, 7.042e-3, 2.152e+1
0.978, 9.864e-5, 7.046e-3, 2.156e+1
0.980, 9.959e-5, 7.050e-3, 2.160e+1
0.982, 1.006e-4, 7.054e-3, 2.164e+1
0.984, 1.016e-4, 7.058e-3, 2.168e+1
0.986, 1.026e-4, 7.062e-3, 2.172e+1
0.988, 1.037e-4, 7.066e-3, 2.176e+1
0.990, 1.048e-4, 7.070e-3, 2.180e+1
0.992, 1.059e-4, 7.075e-3, 2.184e+1
0.994, 1.071e-4, 7.079e-3, 2.188e+1
0.996, 1.083e-4, 7.083e-3, 2.192e+1
0.998, 1.095e-4, 7.088e-3, 2.196e+1
1.000, 1.108e-4, 7.092e-3, 2.200e+1
0.998, 1.087e-4, 7.096e-3, 2.204e+1
0.996, 1.053e-4, 7.101e-3, 2.208e+1
0.994, 1.024e-4, 7.105e-3, 2.212e+1
0.992, 9.974e-5, 7.109e-3, 2.216e+1
0.990, 9.725e-5, 7.113e-3, 2.220e+1
0.988, 9.493e-5, 7.116e-3, 2.224e+1
0.986, 9.276e-5, 7.120e-3, 2.228e+1
0.984, 9.073e-5, 7.124e-3, 2.232e+1
0.982, 8.878e-5, 7.127e-3, 2.236e+1
0.980, 8.696e-5, 7.131e-3, 2.240e+1
0.978, 8.521e-5, 7.134e-3, 2.244e+1
0.976, 8.358e-5, 7.138e-3, 2.248e+1
0.974, 8.201e-5, 7.141e-3, 2.252e+1
0.972, 8.050e-5, 7.144e-3, 2.256e+1
0.970, 7.907e-5, 7.147e-3, 2.260e+1
0.968, 7.771e-5, 7.150e-3, 2.264e+1
0.966, 7.641e-5, 7.153e-3, 2.268e+1
0.964, 7.518e-5, 7.156e-3, 2.272e+1
0.962, 7.397e-5, 7.159e-3, 2.276e+1
0.960, 7.286e-5, 7.162e-3, 2.280e+1
0.958, 7.178e-5, 7.165e-3, 2.284e+1
0.956, 7.069e-5, 7.168e-3, 2.288e+1
0.954, 6.963e-5, 7.171e-3, 2.292e+1
0.952, 6.864e-5, 7.174e-3, 2.296e+1
0.950, 6.774e-5, 7.176e-3, 2.300e+1
0.948, 6.687e-5, 7.179e-3, 2.304e+1
0.946, 6.604e-5, 7.182e-3, 2.308e+1
0.944, 6.524e-5, 7.184e-3, 2.312e+1
0.942, 6.444e-5, 7.187e-3, 2.316e+1
0.940, 6.368e-5, 7.189e-3, 2.320e+1
0.938, 6.296e-5, 7.192e-3, 2.324e+1
0.936, 6.228e-5, 7.194e-3, 2.328e+1
0.934, 6.164e-5, 7.197e-3, 2.332e+1
0.932, 6.100e-5, 7.199e-3, 2.336e+1
0.930, 6.039e-5, 7.202e-3, 2.340e+1
0.928, 5.980e-5, 7.204e-3, 2.344e+1
0.926, 5.922e-5, 7.206e-3, 2.348e+1
0.924, 5.870e-5, 7.209e-3, 2.352e+1
0.922, 5.819e-5, 7.211e-3, 2.356e+1
0.920, 5.769e-5, 7.213e-3, 2.360e+1
0.918, 5.723e-5, 7.216e-3, 2.364e+1
0.916, 5.678e-5, 7.218e-3, 2.368e+1
0.914, 5.633e-5, 7.220e-3, 2.372e+1
0.912, 5.593e-5, 7.222e-3, 2.376e+1
0.910, 5.554e-5, 7.225e-3, 2.380e+1
0.908, 5.516e-5, 7.227e-3, 2.384e+1
0.906, 5.480e-5, 7.229e-3, 2.388e+1
0.904, 5.445e-5, 7.231e-3, 2.392e+1
0.902, 5.410e-5, 7.233e-3, 2.396e+1
0.900, 5.380e-5, 7.236e-3, 2.400e+1
0.898, 5.351e-5, 7.238e-3, 2.404e+1
0.896, 5.323e-5, 7.240e-3, 2.408e+1
0.894, 5.296e-5, 7.242e-3, 2.412e+1
0.892, 5.272e-5, 7.244e-3, 2.416e+1
0.890, 5.248e-5, 7.246e-3, 2.420e+1
0.888, 5.224e-5, 7.248e-3, 2.424e+1
0.886, 5.204e-5, 7.250e-3, 2.428e+1
0.884, 5.185e-5, 7.252e-3, 2.432e+1
0.882, 5.167e-5, 7.254e-3, 2.436e+1
0.880, 5.149e-5, 7.256e-3, 2.440e+1
0.878, 5.134e-5, 7.259e-3, 2.444e+1
0.876, 5.119e-5, 7.261e-3, 2.448e+1
0.874, 5.106e-5, 7.263e-3, 2.452e+1
0.872, 5.094e-5, 7.265e-3, 2.456e+1
0.870, 5.083e-5, 7.267e-3, 2.460e+1
0.868, 5.074e-5, 7.269e-3, 2.464e+1
0.866, 5.065e-5, 7.271e-3, 2.468e+1
0.864, 5.058e-5, 7.273e-3, 2.472e+1
0.862, 5.049e-5, 7.275e-3, 2.476e+1
0.860, 5.045e-5, 7.277e-3, 2.480e+1
0.858, 5.041e-5, 7.279e-3, 2.484e+1
0.856, 5.037e-5, 7.281e-3, 2.488e+1
0.854, 5.033e-5, 7.283e-3, 2.492e+1
0.852, 5.031e-5, 7.285e-3, 2.496e+1
0.850, 5.030e-5, 7.287e-3, 2.500e+1
0.848, 5.031e-5, 7.289e-3, 2.504e+1
0.846, 5.032e-5, 7.291e-3, 2.508e+1
0.844, 5.034e-5, 7.293e-3, 2.512e+1
0.842, 5.038e-5, 7.295e-3, 2.516e+1
0.840, 5.040e-5, 7.297e-3, 2.520e+1
0.838, 5.044e-5, 7.299e-3, 2.524e+1
0.836, 5.051e-5, 7.301e-3, 2.528e+1
0.834, 5.057e-5, 7.303e-3, 2.532e+1
0.832, 5.064e-5, 7.305e-3, 2.536e+1
0.830, 5.073e-5, 7.307e-3, 2.540e+1
0.828, 5.081e-5, 7.309e-3, 2.544e+1
0.826, 5.092e-5, 7.311e-3, 2.548e+1
0.824, 5.101e-5, 7.313e-3, 2.552e+1
0.822, 5.114e-5, 7.315e-3, 2.556e+1
0.820, 5.126e-5, 7.317e-3, 2.560e+1
0.818, 5.140e-5, 7.319e-3, 2.564e+1
0.816, 5.154e-5, 7.321e-3, 2.568e+1
0.814, 5.168e-5, 7.323e-3, 2.572e+1
0.812, 5.185e-5, 7.326e-3, 2.576e+1
0.810, 5.202e-5, 7.328e-3, 2.580e+1
0.808, 5.222e-5, 7.330e-3, 2.584e+1
0.806, 5.241e-5, 7.332e-3, 2.588e+1
0.804, 5.261e-5, 7.334e-3, 2.592e+1
0.802, 5.283e-5, 7.336e-3, 2.596e+1
0.800, 5.305e-5, 7.338e-3, 2.600e+1
0.798, 5.328e-5, 7.340e-3, 2.604e+1
0.796, 5.353e-5, 7.342e-3, 2.608e+1
0.794, 5.380e-5, 7.345e-3, 2.612e+1
0.792, 5.407e-5, 7.347e-3, 2.616e+1
0.790, 5.434e-5, 7.349e-3, 2.620e+1
0.788, 5.465e-5, 7.351e-3, 2.624e+1
0.786, 5.492e-5, 7.353e-3, 2.628e+1
0.784, 5.526e-5, 7.355e-3, 2.632e+1
0.782, 5.559e-5, 7.358e-3, 2.636e+1
0.780, 5.591e-5, 7.360e-3, 2.640e+1
0.778, 5.626e-5, 7.362e-3, 2.644e+1
0.776, 5.663e-5, 7.364e-3, 2.648e+1
0.774, 5.697e-5, 7.367e-3, 2.652e+1
0.772, 5.737e-5, 7.369e-3, 2.656e+1
0.770, 5.776e-5, 7.371e-3, 2.660e+1
0.768, 5.817e-5, 7.374e-3, 2.664e+1
0.766, 5.858e-5, 7.376e-3, 2.668e+1
0.764, 5.902e-5, 7.378e-3, 2.672e+1
0.762, 5.947e-5, 7.381e-3, 2.676e+1
0.760, 5.994e-5, 7.383e-3, 2.680e+1
0.758, 6.044e-5, 7.386e-3, 2.684e+1
0.756, 6.093e-5, 7.388e-3, 2.688e+1
0.754, 6.144e-5, 7.390e-3, 2.692e+1
0.752, 6.197e-5, 7.393e-3, 2.696e+1
0.750, 6.249e-5, 7.395e-3, 2.700e+1
0.748, 6.303e-5, 7.398e-3, 2.704e+1
0.746, 6.361e-5, 7.401e-3, 2.708e+1
0.744, 6.421e-5, 7.403e-3, 2.712e+1
0.742, 6.483e-5, 7.406e-3, 2.716e+1
0.740, 6.546e-5, 7.408e-3, 2.720e+1
0.738, 6.611e-5, 7.411e-3, 2.724e+1
0.736, 6.677e-5, 7.414e-3, 2.728e+1
0.734, 6.743e-5, 7.416e-3, 2.732e+1
0.732, 6.813e-5, 7.419e-3, 2.736e+1
0.730, 6.885e-5, 7.422e-3, 2.740e+1
0.728, 6.961e-5, 7.425e-3, 2.744e+1
0.726, 7.042e-5, 7.427e-3, 2.748e+1
0.724, 7.126e-5, 7.430e-3, 2.752e+1
0.722, 7.207e-5, 7.433e-3, 2.756e+1
0.720, 7.291e-5, 7.436e-3, 2.760e+1
0.718, 7.375e-5, 7.439e-3, 2.764e+1
0.716, 7.464e-5, 7.442e-3, 2.768e+1
0.714, 7.555e-5, 7.445e-3, 2.772e+1
0.712, 7.647e-5, 7.448e-3, 2.776e+1
0.710, 7.742e-5, 7.451e-3, 2.780e+1
0.708, 7.841e-5, 7.454e-3, 2.784e+1
0.706, 7.943e-5, 7.457e-3, 2.788e+1
0.704, 8.048e-5, 7.461e-3, 2.792e+1
0.702, 8.157e-5, 7.464e-3, 2.796e+1
0.700, 8.266e-5, 7.467e-3, 2.800e+1
0.698, 8.380e-5, 7.471e-3, 2.804e+1
0.696, 8.494e-5, 7.474e-3, 2.808e+1
0.694, 8.615e-5, 7.477e-3, 2.812e+1
0.692, 8.739e-5, 7.481e-3, 2.816e+1
0.690, 8.866e-5, 7.484e-3, 2.820e+1
0.688, 8.998e-5, 7.488e-3, 2.824e+1
0.686, 9.132e-5, 7.492e-3, 2.828e+1
0.684, 9.268e-5, 7.495e-3, 2.832e+1
0.682, 9.412e-5, 7.499e-3, 2.836e+1
0.680, 9.561e-5, 7.503e-3, 2.840e+1
0.678, 9.714e-5, 7.507e-3, 2.844e+1
0.676, 9.868e-5, 7.511e-3, 2.848e+1
0.674, 1.003e-4, 7.515e-3, 2.852e+1
0.672, 1.019e-4, 7.519e-3, 2.856e+1
0.670, 1.036e-4, 7.523e-3, 2.860e+1
0.668, 1.054e-4, 7.527e-3, 2.864e+1
0.666, 1.072e-4, 7.532e-3, 2.868e+1
0.664, 1.091e-4, 7.536e-3, 2.872e+1
0.662, 1.110e-4, 7.540e-3, 2.876e+1
0.660, 1.130e-4, 7.545e-3, 2.880e+1
0.658, 1.151e-4, 7.550e-3, 2.884e+1
0.656, 1.172e-4, 7.554e-3, 2.888e+1
0.654, 1.194e-4, 7.559e-3, 2.892e+1
0.652, 1.216e-4, 7.564e-3, 2.896e+1
0.650, 1.239e-4, 7.569e-3, 2.900e+1
0.648, 1.263e-4, 7.574e-3, 2.904e+1
0.646, 1.288e-4, 7.579e-3, 2.908e+1
0.644, 1.313e-4, 7.584e-3, 2.912e+1
0.642, 1.339e-4, 7.590e-3, 2.916e+1
0.640, 1.366e-4, 7.595e-3, 2.920e+1
0.638, 1.394e-4, 7.601e-3, 2.924e+1
0.636, 1.423e-4, 7.606e-3, 2.928e+1
0.634, 1.453e-4, 7.612e-3, 2.932e+1
0.632, 1.484e-4, 7.618e-3, 2.936e+1
0.630, 1.515e-4, 7.624e-3, 2.940e+1
0.628, 1.549e-4, 7.630e-3, 2.944e+1
0.626, 1.583e-4, 7.637e-3, 2.948e+1
0.624, 1.618e-4, 7.643e-3, 2.952e+1
0.622, 1.654e-4, 7.650e-3, 2.956e+1
0.620, 1.691e-4, 7.657e-3, 2.960e+1
0.618, 1.729e-4, 7.663e-3, 2.964e+1
0.616, 1.769e-4, 7.671e-3, 2.968e+1
0.614, 1.810e-4, 7.678e-3, 2.972e+1
0.612, 1.851e-4, 7.685e-3, 2.976e+1
0.610, 1.895e-4, 7.693e-3, 2.980e+1
0.608, 1.939e-4, 7.701e-3, 2.984e+1
0.606, 1.984e-4, 7.708e-3, 2.988e+1
0.604, 2.032e-4, 7.717e-3, 2.992e+1
0.602, 2.081e-4, 7.725e-3, 2.996e+1
0.600, 2.131e-4, 7.733e-3, 3.000e+1
0.598, 2.183e-4, 7.742e-3, 3.004e+1
0.596, 2.237e-4, 7.751e-3, 3.008e+1
0.594, 2.292e-4, 7.760e-3, 3.012e+1
0.592, 2.350e-4, 7.770e-3, 3.016e+1
0.590, 2.410e-4, 7.779e-3, 3.020e+1
0.588, 2.470e-4, 7.789e-3, 3.024e+1
0.586, 2.532e-4, 7.799e-3, 3.028e+1
0.584, 2.596e-4, 7.810e-3, 3.032e+1
0.582, 2.661e-4, 7.820e-3, 3.036e+1
0.580, 2.729e-4, 7.831e-3, 3.040e+1
0.578, 2.799e-4, 7.843e-3, 3.044e+1
0.576, 2.870e-4, 7.854e-3, 3.048e+1
0.574, 2.943e-4, 7.866e-3, 3.052e+1
0.572, 3.017e-4, 7.878e-3, 3.056e+1
0.570, 3.094e-4, 7.890e-3, 3.060e+1
0.568, 3.173e-4, 7.903e-3, 3.064e+1
0.566, 3.254e-4, 7.916e-3, 3.068e+1
0.564, 3.336e-4, 7.929e-3, 3.072e+1
0.562, 3.420e-4, 7.943e-3, 3.076e+1
0.560, 3.506e-4, 7.957e-3, 3.080e+1
0.558, 3.592e-4, 7.971e-3, 3.084e+1
0.556, 3.681e-4, 7.986e-3, 3.088e+1
0.554, 3.771e-4, 8.001e-3, 3.092e+1
0.552, 3.864e-4, 8.017e-3, 3.096e+1
0.550, 3.958e-4, 8.032e-3, 3.100e+1
0.548, 4.054e-4, 8.049e-3, 3.104e+1
0.546, 4.150e-4, 8.065e-3, 3.108e+1
0.544, 4.247e-4, 8.082e-3, 3.112e+1
0.542, 4.346e-4, 8.100e-3, 3.116e+1
0.540, 4.446e-4, 8.117e-3, 3.120e+1
0.538, 4.547e-4, 8.136e-3, 3.124e+1
0.536, 4.648e-4, 8.154e-3, 3.128e+1
0.534, 4.750e-4, 8.173e-3, 3.132e+1
0.532, 4.854e-4, 8.193e-3, 3.136e+1
0.530, 4.957e-4, 8.212e-3, 3.140e+1
0.528, 5.061e-4, 8.233e-3, 3.144e+1
0.526, 5.164e-4, 8.253e-3, 3.148e+1
0.524, 5.266e-4, 8.274e-3, 3.152e+1
0.522, 5.370e-4, 8.296e-3, 3.156e+1
0.520, 5.473e-4, 8.318e-3, 3.160e+1
0.518, 5.576e-4, 8.340e-3, 3.164e+1
0.516, 5.680e-4, 8.363e-3, 3.168e+1
0.514, 5.782e-4, 8.386e-3, 3.172e+1
0.512, 5.883e-4, 8.409e-3, 3.176e+1
0.510, 5.983e-4, 8.433e-3, 3.180e+1
0.508, 6.082e-4, 8.458e-3, 3.184e+1
0.506, 6.180e-4, 8.482e-3, 3.188e+1
0.504, 6.276e-4, 8.508e-3, 3.192e+1
0.502, 6.371e-4, 8.533e-3, 3.196e+1
0.500, 6.466e-4, 8.559e-3, 3.200e+1
0.498, 6.559e-4, 8.585e-3, 3.204e+1
0.496, 6.649e-4, 8.612e-3, 3.208e+1
0.494, 6.737e-4, 8.639e-3, 3.212e+1
0.492, 6.824e-4, 8.666e-3, 3.216e+1
0.490, 6.907e-4, 8.694e-3, 3.220e+1
0.488, 6.990e-4, 8.722e-3, 3.224e+1
0.486, 7.070e-4, 8.750e-3, 3.228e+1
0.484, 7.149e-4, 8.778e-3, 3.232e+1
0.482, 7.225e-4, 8.807e-3, 3.236e+1
0.480, 7.300e-4, 8.837e-3, 3.240e+1
0.478, 7.373e-4, 8.866e-3, 3.244e+1
0.476, 7.442e-4, 8.896e-3, 3.248e+1
0.474, 7.510e-4, 8.926e-3, 3.252e+1
0.472, 7.575e-4, 8.956e-3, 3.256e+1
0.470, 7.638e-4, 8.987e-3, 3.260e+1
0.468, 7.699e-4, 9.017e-3, 3.264e+1
0.466, 7.758e-4, 9.048e-3, 3.268e+1
0.464, 7.815e-4, 9.080e-3, 3.272e+1
0.462, 7.869e-4, 9.111e-3, 3.276e+1
0.460, 7.921e-4, 9.143e-3, 3.280e+1
0.458, 7.972e-4, 9.175e-3, 3.284e+1
0.456, 8.020e-4, 9.207e-3, 3.288e+1
0.454, 8.067e-4, 9.239e-3, 3.292e+1
0.452, 8.113e-4, 9.272e-3, 3.296e+1
0.450, 8.156e-4, 9.304e-3, 3.300e+1
0.448, 8.197e-4, 9.337e-3, 3.304e+1
0.446, 8.235e-4, 9.370e-3, 3.308e+1
0.444, 8.272e-4, 9.403e-3, 3.312e+1
0.442, 8.307e-4, 9.436e-3, 3.316e+1
0.440, 8.341e-4, 9.470e-3, 3.320e+1
0.438, 8.373e-4, 9.503e-3, 3.324e+1
0.436, 8.403e-4, 9.537e-3, 3.328e+1
0.434, 8.432e-4, 9.570e-3, 3.332e+1
0.432, 8.460e-4, 9.604e-3, 3.336e+1
0.430, 8.485e-4, 9.638e-3, 3.340e+1
0.428, 8.508e-4, 9.672e-3, 3.344e+1
0.426, 8.531e-4, 9.706e-3, 3.348e+1
0.424, 8.553e-4, 9.741e-3, 3.352e+1
0.422, 8.574e-4, 9.775e-3, 3.356e+1
0.420, 8.593e-4, 9.809e-3, 3.360e+1
0.418, 8.611e-4, 9.844e-3, 3.364e+1
0.416, 8.628e-4, 9.878e-3, 3.368e+1
0.414, 8.643e-4, 9.913e-3, 3.372e+1
0.412, 8.658e-4, 9.947e-3, 3.376e+1
0.410, 8.672e-4, 9.982e-3, 3.380e+1
0.408, 8.684e-4, 1.002e-2, 3.384e+1
0.406, 8.695e-4, 1.005e-2, 3.388e+1
0.404, 8.705e-4, 1.009e-2, 3.392e+1
0.402, 8.715e-4, 1.012e-2, 3.396e+1
0.400, 8.723e-4, 1.016e-2, 3.400e+1
0.398, 8.731e-4, 1.019e-2, 3.404e+1
0.396, 8.738e-4, 1.023e-2, 3.408e+1
0.394, 8.744e-4, 1.026e-2, 3.412e+1
0.392, 8.749e-4, 1.030e-2, 3.416e+1
0.390, 8.753e-4, 1.033e-2, 3.420e+1
0.388, 8.756e-4, 1.037e-2, 3.424e+1
0.386, 8.758e-4, 1.040e-2, 3.428e+1
0.384, 8.760e-4, 1.044e-2, 3.432e+1
0.382, 8.761e-4, 1.047e-2, 3.436e+1
0.380, 8.761e-4, 1.051e-2, 3.440e+1
0.378, 8.760e-4, 1.054e-2, 3.444e+1
0.376, 8.758e-4, 1.058e-2, 3.448e+1
0.374, 8.756e-4, 1.061e-2, 3.452e+1
0.372, 8.754e-4, 1.065e-2, 3.456e+1
0.370, 8.750e-4, 1.068e-2, 3.460e+1
0.368, 8.745e-4, 1.072e-2, 3.464e+1
0.366, 8.740e-4, 1.075e-2, 3.468e+1
0.364, 8.734e-4, 1.079e-2, 3.472e+1
0.362, 8.727e-4, 1.082e-2, 3.476e+1
0.360, 8.719e-4, 1.086e-2, 3.480e+1
0.358, 8.711e-4, 1.089e-2, 3.484e+1
0.356, 8.702e-4, 1.093e-2, 3.488e+1
0.354, 8.693e-4, 1.096e-2, 3.492e+1
0.352, 8.682e-4, 1.100e-2, 3.496e+1
0.350, 8.670e-4, 1.103e-2, 3.500e+1
0.348, 8.658e-4, 1.106e-2, 3.504e+1
0.346, 8.646e-4, 1.110e-2, 3.508e+1
0.344, 8.632e-4, 1.113e-2, 3.512e+1
0.342, 8.618e-4, 1.117e-2, 3.516e+1
0.340, 8.602e-4, 1.120e-2, 3.520e+1
0.338, 8.586e-4, 1.124e-2, 3.524e+1
0.336, 8.569e-4, 1.127e-2, 3.528e+1
0.334, 8.552e-4, 1.131e-2, 3.532e+1
0.332, 8.534e-4, 1.134e-2, 3.536e+1
0.330, 8.514e-4, 1.137e-2, 3.540e+1
0.328, 8.495e-4, 1.141e-2, 3.544e+1
0.326, 8.475e-4, 1.144e-2, 3.548e+1
0.324, 8.453e-4, 1.148e-2, 3.552e+1
0.322, 8.431e-4, 1.151e-2, 3.556e+1
0.320, 8.408e-4, 1.154e-2, 3.560e+1
0.318, 8.384e-4, 1.158e-2, 3.564e+1
0.316, 8.359e-4, 1.161e-2, 3.568e+1
0.314, 8.333e-4, 1.164e-2, 3.572e+1
0.312, 8.306e-4, 1.168e-2, 3.576e+1
0.310, 8.279e-4, 1.171e-2, 3.580e+1
0.308, 8.251e-4, 1.174e-2, 3.584e+1
0.306, 8.222e-4, 1.178e-2, 3.588e+1
0.304, 8.192e-4, 1.181e-2, 3.592e+1
0.302, 8.162e-4, 1.184e-2, 3.596e+1
0.300, 8.130e-4, 1.187e-2, 3.600e+1
0.298, 8.097e-4, 1.191e-2, 3.604e+1
0.296, 8.063e-4, 1.194e-2, 3.608e+1
0.294, 8.029e-4, 1.197e-2, 3.612e+1
0.292, 7.994e-4, 1.200e-2, 3.616e+1
0.290, 7.959e-4, 1.203e-2, 3.620e+1
0.288, 7.923e-4, 1.207e-2, 3.624e+1
0.286, 7.885e-4, 1.210e-2, 3.628e+1
0.284, 7.847e-4, 1.213e-2, 3.632e+1
0.282, 7.808e-4, 1.216e-2, 3.636e+1
0.280, 7.769e-4, 1.219e-2, 3.640e+1
0.278, 7.729e-4, 1.222e-2, 3.644e+1
0.276, 7.687e-4, 1.225e-2, 3.648e+1
0.274, 7.645e-4, 1.228e-2, 3.652e+1
0.272, 7.602e-4, 1.231e-2, 3.656e+1
0.270, 7.559e-4, 1.234e-2, 3.660e+1
0.268, 7.514e-4, 1.237e-2, 3.664e+1
0.266, 7.470e-4, 1.240e-2, 3.668e+1
0.264, 7.424e-4, 1.243e-2, 3.672e+1
0.262, 7.377e-4, 1.246e-2, 3.676e+1
0.260, 7.329e-4, 1.249e-2, 3.680e+1
0.258, 7.282e-4, 1.252e-2, 3.684e+1
0.256, 7.232e-4, 1.255e-2, 3.688e+1
0.254, 7.182e-4, 1.258e-2, 3.692e+1
0.252, 7.132e-4, 1.261e-2, 3.696e+1
0.250, 7.081e-4, 1.264e-2, 3.700e+1
0.248, 7.029e-4, 1.266e-2, 3.704e+1
0.246, 6.977e-4, 1.269e-2, 3.708e+1
0.244, 6.924e-4, 1.272e-2, 3.712e+1
0.242, 6.871e-4, 1.275e-2, 3.716e+1
0.240, 6.818e-4, 1.277e-2, 3.720e+1
0.238, 6.763e-4, 1.280e-2, 3.724e+1
0.236, 6.707e-4, 1.283e-2, 3.728e+1
0.234, 6.651e-4, 1.285e-2, 3.732e+1
0.232, 6.595e-4, 1.288e-2, 3.736e+1
0.230, 6.538e-4, 1.291e-2, 3.740e+1
0.228, 6.480e-4, 1.293e-2, 3.744e+1
0.226, 6.421e-4, 1.296e-2, 3.748e+1
0.224, 6.361e-4, 1.298e-2, 3.752e+1
0.222, 6.301e-4, 1.301e-2, 3.756e+1
0.220, 6.241e-4, 1.303e-2, 3.760e+1
0.218, 6.181e-4, 1.306e-2, 3.764e+1
0.216, 6.120e-4, 1.308e-2, 3.768e+1
0.214, 6.059e-4, 1.311e-2, 3.772e+1
0.212, 5.996e-4, 1.313e-2, 3.776e+1
0.210, 5.933e-4, 1.316e-2, 3.780e+1
0.208, 5.870e-4, 1.318e-2, 3.784e+1
0.206, 5.807e-4, 1.320e-2, 3.788e+1
0.204, 5.744e-4, 1.323e-2, 3.792e+1
0.202, 5.680e-4, 1.325e-2, 3.796e+1
0.200, 5.614e-4, 1.327e-2, 3.800e+1
0.198, 5.548e-4, 1.329e-2, 3.804e+1
0.196, 5.482e-4, 1.331e-2, 3.808e+1
0.194, 5.417e-4, 1.334e-2, 3.812e+1
0.192, 5.351e-4, 1.336e-2, 3.816e+1
0.190, 5.284e-4, 1.338e-2, 3.820e+1
0.188, 5.219e-4, 1.340e-2, 3.824e+1
0.186, 5.152e-4, 1.342e-2, 3.828e+1
0.184, 5.084e-4, 1.344e-2, 3.832e+1
0.182, 5.017e-4, 1.346e-2, 3.836e+1
0.180, 4.950e-4, 1.348e-2, 3.840e+1
0.178, 4.882e-4, 1.350e-2, 3.844e+1
0.176, 4.813e-4, 1.352e-2, 3.848e+1
0.174, 4.744e-4, 1.354e-2, 3.852e+1
0.172, 4.675e-4, 1.356e-2, 3.856e+1
0.170, 4.606e-4, 1.358e-2, 3.860e+1
0.168, 4.538e-4, 1.359e-2, 3.864e+1
